timestamp,hour,house1_current,house2_current,house3_current,house4_current,house5_current,total_current,is_peak_hour,current_change_rate,overload_flag,main_contributor
26,2,0.73,0.88,0.66,1.24,1.72,5.2299999999999995,0,-2.7700000000000005,0,5
27,3,1.61,2.18,1.15,2.2,1.53,8.67,0,3.4400000000000004,0,4
28,4,1.17,1.0,2.16,1.7,2.13,8.16,0,-0.5099999999999998,0,3
29,5,2.17,0.69,1.22,0.61,1.34,6.03,0,-2.13,0,1
30,6,0.62,2.72,4.49,3.06,4.03,14.920000000000002,1,8.89,0,3
31,7,1.75,1.2,2.19,3.41,2.47,11.020000000000001,1,-3.9000000000000004,0,4
32,8,4.38,0.52,2.43,4.62,4.44,16.39,1,5.369999999999999,0,4
33,9,1.28,1.69,1.74,0.65,1.33,6.69,0,-9.7,0,3
34,10,2.12,1.13,2.05,2.23,2.14,9.67,0,2.9799999999999995,0,4
35,11,0.65,1.45,2.27,1.06,1.62,7.05,0,-2.62,0,3
36,12,1.27,2.36,1.08,1.16,1.72,7.59,0,0.54,0,2
37,13,1.98,1.88,0.54,1.88,1.71,7.99,0,0.40000000000000036,0,1
38,14,1.1,0.5,1.24,0.93,1.22,4.99,0,-3.0,0,3
39,15,1.01,1.36,0.53,1.14,2.34,6.38,0,1.3899999999999997,0,5
40,16,1.84,0.91,2.06,1.66,1.91,8.38,0,2.000000000000001,0,3
41,17,1.41,1.63,1.24,0.61,2.1,6.99,0,-1.3900000000000006,0,5
42,18,1.77,1.64,2.35,4.61,1.03,11.4,1,4.41,0,4
43,19,3.94,1.19,3.16,0.93,2.81,12.03,1,0.629999999999999,0,1
44,20,1.31,4.28,2.46,4.2,4.04,16.29,1,4.26,0,2
45,21,1.37,2.8,2.98,2.16,3.63,12.940000000000001,1,-3.349999999999998,0,5
46,22,1.17,2.48,1.32,2.0,0.76,7.7299999999999995,0,-5.210000000000002,0,2
47,23,0.72,2.32,2.37,0.86,1.32,7.590000000000001,0,-0.1399999999999988,0,3
48,0,1.37,0.92,0.61,1.58,2.3,6.78,0,-0.8100000000000005,0,5
49,1,2.48,1.4,1.6,2.11,0.74,8.33,0,1.5499999999999998,0,1
50,2,1.56,1.48,0.79,0.63,1.22,5.68,0,-2.6500000000000004,0,1
51,3,0.5,1.76,1.67,1.51,1.29,6.7299999999999995,0,1.0499999999999998,0,2
52,4,0.76,1.78,1.59,0.9,1.32,6.3500000000000005,0,-0.379999999999999,0,2
53,5,1.17,0.51,1.16,0.51,0.66,4.01,0,-2.3400000000000007,0,1
54,6,1.96,2.63,1.75,3.76,2.33,12.43,1,8.42,0,4
55,7,1.66,3.59,3.44,1.02,3.98,13.69,1,1.2599999999999998,0,5
56,8,4.12,1.16,3.37,1.75,2.82,13.22,1,-0.46999999999999886,0,1
57,9,2.3,0.58,2.08,2.28,2.47,9.71,0,-3.51,0,5
58,10,1.04,1.61,2.13,0.65,0.52,5.950000000000001,0,-3.76,0,3
59,11,1.09,1.57,0.78,2.32,1.24,7.0,0,1.049999999999999,0,4
60,12,0.86,2.43,1.39,1.35,1.52,7.549999999999999,0,0.5499999999999989,0,2
61,13,2.42,0.77,1.17,1.88,1.42,7.659999999999999,0,0.11000000000000032,0,1
62,14,2.48,1.56,0.79,1.74,0.97,7.54,0,-0.11999999999999922,0,1
63,15,2.05,1.36,1.55,0.87,2.42,8.25,0,0.71,0,5
64,16,1.37,2.04,0.85,2.03,1.62,7.909999999999999,0,-0.34000000000000075,0,2
65,17,0.78,2.05,0.73,1.68,1.55,6.79,0,-1.1199999999999992,0,2
66,18,0.91,1.23,1.99,4.42,2.87,11.420000000000002,1,4.630000000000002,0,4
67,19,0.77,2.44,1.17,3.9,1.94,10.219999999999999,1,-1.2000000000000028,0,4
68,20,3.32,3.04,4.94,2.02,1.11,14.43,1,4.210000000000001,0,3
69,21,2.14,3.25,0.67,0.62,3.83,10.510000000000002,1,-3.919999999999998,0,5
70,22,1.39,1.04,1.16,1.72,1.67,6.9799999999999995,0,-3.530000000000002,0,4
71,23,2.03,2.49,2.48,1.28,1.85,10.129999999999999,0,3.1499999999999995,0,2
72,0,2.38,1.45,1.2,2.42,1.58,9.030000000000001,0,-1.0999999999999979,0,4
73,1,1.71,0.57,2.11,1.59,1.87,7.85,0,-1.1800000000000015,0,3
74,2,0.51,1.72,0.88,2.03,1.07,6.21,0,-1.6399999999999997,0,4
75,3,1.13,1.45,1.99,1.84,1.31,7.720000000000001,0,1.5100000000000007,0,3
76,4,2.02,1.32,1.18,1.88,2.29,8.69,0,0.9699999999999989,0,5
77,5,0.52,0.91,2.02,2.29,2.24,7.98,0,-0.7099999999999991,0,4
78,6,3.05,4.25,1.58,1.92,4.61,15.41,1,7.43,0,5
79,7,1.42,3.15,0.85,3.12,4.32,12.86,1,-2.5500000000000007,0,5
80,8,3.64,0.77,3.99,2.92,2.02,13.34,1,0.4800000000000004,0,3
81,9,1.12,1.75,2.08,2.02,1.26,8.23,0,-5.109999999999999,0,3
82,10,0.74,1.23,1.43,2.02,1.8,7.22,0,-1.0100000000000007,0,4
83,11,2.47,1.39,0.91,0.67,1.87,7.3100000000000005,0,0.09000000000000075,0,1
84,12,1.72,2.39,1.05,1.55,1.91,8.62,0,1.3099999999999987,0,2
85,13,1.04,1.2,1.29,0.51,2.32,6.359999999999999,0,-2.26,0,5
86,14,2.49,1.72,2.28,2.34,1.02,9.85,0,3.49,0,1
87,15,2.18,0.68,2.49,1.54,1.17,8.06,0,-1.7899999999999991,0,3
88,16,1.66,1.71,1.77,0.92,1.9,7.960000000000001,0,-0.09999999999999964,0,5
89,17,1.14,0.89,2.47,1.16,2.14,7.800000000000001,0,-0.16000000000000014,0,3
90,18,2.0,1.07,4.85,1.76,4.4,14.08,1,6.279999999999999,0,3
91,19,2.92,1.85,0.76,4.2,1.86,11.59,1,-2.49,0,4
92,20,3.74,3.58,3.46,1.79,3.13,15.7,1,4.109999999999999,0,1
93,21,1.09,2.36,1.02,3.09,3.01,10.57,1,-5.129999999999999,0,4
94,22,1.59,2.04,1.17,1.19,1.45,7.44,0,-3.13,0,2
95,23,0.68,1.45,0.8,2.08,1.94,6.949999999999999,0,-0.4900000000000011,0,4
96,0,1.38,0.97,2.2,1.88,1.67,8.1,0,1.1500000000000004,0,3
97,1,0.9,1.69,2.23,0.97,1.07,6.86,0,-1.2399999999999993,0,3
98,2,1.83,2.02,1.13,1.87,1.85,8.700000000000001,0,1.8400000000000007,0,2
99,3,1.01,2.12,0.57,0.51,2.06,6.27,0,-2.4300000000000015,0,2
100,4,2.17,1.4,0.84,0.82,1.06,6.290000000000001,0,0.02000000000000135,0,1
101,5,2.19,2.26,2.01,1.35,0.95,8.759999999999998,0,2.469999999999997,0,2
102,6,4.76,4.25,4.29,2.12,1.37,16.790000000000003,1,8.030000000000005,0,1
103,7,3.17,0.84,4.29,2.07,1.43,11.8,1,-4.990000000000002,0,3
104,8,1.43,3.19,4.75,1.96,1.44,12.770000000000001,1,0.9700000000000006,0,3
105,9,0.55,2.28,1.94,2.1,2.22,9.09,0,-3.6800000000000015,0,2
106,10,2.34,1.66,1.27,1.64,1.7,8.61,0,-0.4800000000000004,0,1
107,11,2.33,1.92,1.77,1.7,1.05,8.77,0,0.16000000000000014,0,1
108,12,1.82,1.5,2.21,2.22,1.58,9.33,0,0.5600000000000005,0,4
109,13,1.29,0.74,2.23,1.54,0.69,6.49,0,-2.84,0,3
110,14,2.33,1.45,1.87,1.8,1.33,8.780000000000001,0,2.290000000000001,0,1
111,15,0.62,0.68,1.27,1.49,1.27,5.33,0,-3.450000000000001,0,4
112,16,2.46,1.24,1.06,0.98,1.82,7.5600000000000005,0,2.2300000000000004,0,1
113,17,0.82,1.07,0.75,2.01,0.74,5.390000000000001,0,-2.17,0,4
114,18,4.39,4.47,4.73,2.34,3.01,18.939999999999998,1,13.549999999999997,1,3
115,19,2.74,1.03,1.97,2.84,3.49,12.07,1,-6.869999999999997,0,5
116,20,3.19,1.63,0.91,1.22,1.13,8.08,1,-3.99,0,1
117,21,1.69,3.69,3.44,3.41,4.87,17.1,1,9.020000000000001,0,5
118,22,2.48,0.81,1.23,1.27,1.75,7.539999999999999,0,-9.560000000000002,0,1
119,23,2.01,1.55,1.83,0.59,1.41,7.39,0,-0.14999999999999947,0,1
120,0,2.22,1.43,1.04,2.25,1.68,8.620000000000001,0,1.2300000000000013,0,4
121,1,2.47,1.86,0.72,2.3,1.01,8.36,0,-0.26000000000000156,0,1
122,2,1.27,0.95,0.85,0.63,1.63,5.33,0,-3.0299999999999994,0,5
123,3,1.37,0.65,1.84,1.75,2.49,8.100000000000001,0,2.7700000000000014,0,5
124,4,0.86,1.6,1.62,2.02,2.43,8.53,0,0.42999999999999794,0,5
125,5,0.98,2.31,2.03,1.29,2.16,8.77,0,0.2400000000000002,0,2
126,6,2.08,0.83,4.78,1.97,1.22,10.88,1,2.110000000000001,0,3
127,7,2.81,1.83,4.71,3.2,1.36,13.91,1,3.0299999999999994,0,3
128,8,3.4,2.7,2.7,1.51,2.86,13.17,1,-0.7400000000000002,0,1
129,9,0.77,2.38,2.19,1.86,1.42,8.620000000000001,0,-4.549999999999999,0,2
130,10,0.96,0.99,0.63,1.46,1.88,5.92,0,-2.700000000000001,0,5
131,11,1.45,0.59,2.41,1.61,2.18,8.24,0,2.3200000000000003,0,3
132,12,1.07,2.1,1.82,2.5,1.77,9.26,0,1.0199999999999996,0,4
133,13,0.62,0.68,1.98,1.0,2.19,6.470000000000001,0,-2.789999999999999,0,5
134,14,0.52,1.73,0.64,1.2,2.13,6.22,0,-0.2500000000000009,0,5
135,15,1.36,1.13,2.14,2.13,2.09,8.850000000000001,0,2.6300000000000017,0,3
136,16,2.06,1.26,1.19,1.6,1.34,7.449999999999999,0,-1.4000000000000021,0,1
137,17,1.12,0.9,1.83,1.67,1.88,7.3999999999999995,0,-0.04999999999999982,0,5
138,18,1.67,1.46,0.69,2.31,4.1,10.23,1,2.830000000000001,0,5
139,19,2.44,2.0,3.11,0.86,4.16,12.569999999999999,1,2.339999999999998,0,5
140,20,4.38,2.23,2.24,4.89,1.95,15.689999999999998,1,3.119999999999999,0,4
141,21,2.89,2.33,3.75,2.93,1.87,13.77,1,-1.9199999999999982,0,3
142,22,2.25,1.99,1.96,1.46,1.44,9.1,0,-4.67,0,1
143,23,1.54,1.5,0.95,1.44,1.21,6.64,0,-2.46,0,1
144,0,2.25,0.85,1.84,2.21,1.47,8.620000000000001,0,1.9800000000000013,0,1
145,1,1.14,1.76,1.73,2.17,0.63,7.43,0,-1.1900000000000013,0,4
146,2,2.34,2.33,1.02,1.7,0.69,8.08,0,0.6500000000000004,0,1
147,3,2.19,0.5,1.47,2.22,0.59,6.970000000000001,0,-1.1099999999999994,0,4
148,4,0.98,0.75,2.46,1.62,0.98,6.789999999999999,0,-0.1800000000000015,0,3
149,5,1.48,2.33,0.81,1.81,1.37,7.8,0,1.0100000000000007,0,2
150,6,3.85,4.26,2.65,3.87,1.57,16.2,1,8.399999999999999,0,2
151,7,1.48,4.22,2.74,3.06,1.89,13.39,1,-2.8099999999999987,0,2
152,8,0.62,4.17,1.4,0.78,0.94,7.91,1,-5.48,0,2
153,9,2.22,1.18,1.52,1.54,1.42,7.88,0,-0.03000000000000025,0,1
154,10,1.2,1.88,1.46,0.67,2.45,7.66,0,-0.21999999999999975,0,5
155,11,1.69,1.24,0.71,1.74,0.66,6.04,0,-1.62,0,4
156,12,0.8,2.0,1.67,1.45,1.64,7.56,0,1.5199999999999996,0,2
157,13,1.61,0.95,1.42,2.29,1.57,7.84,0,0.28000000000000025,0,4
158,14,2.38,1.58,2.08,1.69,1.66,9.39,0,1.5500000000000007,0,1
159,15,0.71,1.66,0.78,0.55,1.69,5.390000000000001,0,-4.0,0,5
160,16,1.24,1.28,2.07,1.78,0.79,7.16,0,1.7699999999999996,0,3
161,17,1.92,2.26,1.06,1.6,1.95,8.79,0,1.629999999999999,0,2
162,18,3.35,3.4,1.87,1.07,0.53,10.22,1,1.4300000000000015,0,2
163,19,1.23,3.06,2.36,0.62,4.64,11.91,1,1.6899999999999995,0,5
164,20,1.68,3.72,4.33,3.23,3.8,16.76,1,4.850000000000001,0,3
165,21,2.17,4.87,2.39,2.63,1.36,13.419999999999998,1,-3.3400000000000034,0,2
166,22,0.71,1.06,2.39,2.05,1.36,7.57,0,-5.849999999999998,0,3
167,23,0.97,1.37,1.17,1.39,2.22,7.119999999999999,0,-0.45000000000000107,0,5
168,0,0.8,2.1,1.05,1.21,2.05,7.21,0,0.09000000000000075,0,2
169,1,0.84,0.82,0.72,2.28,0.56,5.220000000000001,0,-1.9899999999999993,0,4
170,2,0.51,0.91,1.45,2.29,1.22,6.38,0,1.1599999999999993,0,4
171,3,2.42,1.19,1.71,2.36,1.02,8.7,0,2.3199999999999994,0,1
172,4,0.97,1.55,1.53,2.15,0.63,6.829999999999999,0,-1.87,0,4
173,5,2.25,0.53,2.32,2.17,2.43,9.7,0,2.87,0,5
174,6,3.25,1.75,4.25,3.54,2.32,15.11,1,5.41,0,3
175,7,3.09,2.55,2.91,4.8,0.88,14.230000000000002,1,-0.8799999999999972,0,4
176,8,3.5,0.93,2.66,3.82,2.39,13.3,1,-0.9300000000000015,0,4
177,9,1.81,0.69,1.06,1.39,1.59,6.54,0,-6.760000000000001,0,1
178,10,2.01,2.15,1.99,0.79,2.43,9.370000000000001,0,2.830000000000001,0,5
179,11,0.97,0.53,0.73,0.64,1.94,4.8100000000000005,0,-4.5600000000000005,0,5
180,12,1.6,1.77,1.02,1.31,0.82,6.520000000000001,0,1.7100000000000009,0,2
181,13,1.75,2.36,0.71,2.36,1.52,8.7,0,2.179999999999998,0,2
182,14,0.66,1.07,1.14,1.76,0.82,5.45,0,-3.249999999999999,0,4
183,15,1.34,1.05,0.86,1.53,2.37,7.15,0,1.7000000000000002,0,5
184,16,0.57,1.71,0.63,1.04,2.18,6.13,0,-1.0200000000000005,0,5
185,17,0.98,1.86,1.83,2.05,1.22,7.9399999999999995,0,1.8099999999999996,0,4
186,18,2.04,2.66,3.2,1.08,2.4,11.38,1,3.4400000000000013,0,3
187,19,2.68,3.9,2.13,1.92,2.82,13.450000000000001,1,2.0700000000000003,0,2
188,20,3.41,1.31,4.85,4.65,2.56,16.78,1,3.33,0,3
189,21,4.68,1.32,2.37,4.3,0.65,13.320000000000002,1,-3.459999999999999,0,1
190,22,1.43,1.41,1.43,1.74,1.72,7.7299999999999995,0,-5.5900000000000025,0,4
191,23,0.56,2.03,2.1,1.33,1.08,7.1,0,-0.6299999999999999,0,3
192,0,1.25,0.88,0.81,2.31,0.76,6.01,0,-1.0899999999999999,0,4
193,1,1.19,0.97,2.31,2.13,2.05,8.65,0,2.6400000000000006,0,3
194,2,2.03,0.82,2.37,0.84,2.06,8.12,0,-0.5300000000000011,0,3
195,3,2.32,0.97,2.14,1.18,2.1,8.709999999999999,0,0.5899999999999999,0,1
196,4,2.12,1.37,2.45,0.75,1.15,7.84,0,-0.8699999999999992,0,3
197,5,1.86,0.57,2.19,2.12,1.81,8.55,0,0.7100000000000009,0,3
198,6,4.5,0.7,3.38,3.75,0.89,13.22,1,4.67,0,1
199,7,3.45,1.58,2.2,2.32,3.17,12.72,1,-0.5,0,1
200,8,0.97,1.55,0.76,1.83,3.82,8.93,1,-3.790000000000001,0,5
201,9,1.51,0.88,2.21,2.49,1.11,8.2,0,-0.7300000000000004,0,4
202,10,0.61,0.51,2.05,1.38,0.66,5.21,0,-2.9899999999999993,0,3
203,11,2.24,1.39,0.72,1.58,2.12,8.05,0,2.8400000000000007,0,1
204,12,1.16,1.77,2.26,1.24,0.99,7.42,0,-0.6300000000000008,0,3
205,13,1.57,0.53,2.06,1.8,0.76,6.72,0,-0.7000000000000002,0,3
206,14,2.21,1.47,2.41,1.46,1.13,8.68,0,1.96,0,3
207,15,1.93,0.54,1.13,0.57,2.21,6.38,0,-2.3,0,5
208,16,0.95,2.41,1.68,2.38,1.88,9.3,0,2.920000000000001,0,2
209,17,1.04,2.48,0.93,1.28,1.76,7.49,0,-1.8100000000000005,0,2
210,18,1.11,2.45,3.26,4.29,1.58,12.69,1,5.199999999999999,0,4
211,19,1.63,3.96,1.38,3.17,3.7,13.84,1,1.1500000000000004,0,2
212,20,2.29,2.63,1.71,4.21,3.44,14.28,1,0.4399999999999995,0,4
213,21,4.16,3.91,3.74,4.63,3.68,20.12,1,5.840000000000002,1,4
214,22,2.3,1.72,1.13,1.71,1.09,7.949999999999999,0,-12.170000000000002,0,1
215,23,0.56,0.9,1.28,2.32,2.22,7.280000000000001,0,-0.6699999999999982,0,4
216,0,0.81,2.16,1.21,0.79,0.92,5.89,0,-1.3900000000000015,0,2
217,1,1.56,1.03,1.09,2.48,1.91,8.07,0,2.1800000000000006,0,4
218,2,0.77,1.12,1.47,1.93,0.95,6.24,0,-1.83,0,4
219,3,2.11,1.78,0.5,0.94,2.21,7.54,0,1.2999999999999998,0,5
220,4,0.76,1.71,0.54,0.69,1.21,4.91,0,-2.63,0,2
221,5,2.44,1.56,0.61,1.13,1.15,6.890000000000001,0,1.9800000000000004,0,1
222,6,3.89,3.48,1.32,2.27,1.04,12.0,1,5.109999999999999,0,1
223,7,4.61,1.75,1.3,3.49,1.35,12.5,1,0.5,0,1
224,8,4.16,4.26,4.18,3.0,1.47,17.07,1,4.57,0,2
225,9,0.55,1.33,2.38,2.39,1.5,8.15,0,-8.92,0,4
226,10,1.23,1.11,1.14,2.21,0.55,6.239999999999999,0,-1.910000000000001,0,4
227,11,0.94,1.99,2.14,0.67,0.67,6.41,0,0.17000000000000082,0,3
228,12,0.59,1.06,0.7,0.99,1.34,4.68,0,-1.7300000000000004,0,5
229,13,1.06,2.2,1.78,2.29,1.9,9.23,0,4.550000000000001,0,4
230,14,2.37,1.88,2.4,2.16,0.91,9.72,0,0.4900000000000002,0,3
231,15,1.24,1.48,2.28,2.15,2.39,9.540000000000001,0,-0.17999999999999972,0,5
232,16,2.47,0.59,1.58,1.96,1.64,8.24,0,-1.3000000000000007,0,1
233,17,0.7,2.26,1.31,0.96,1.8,7.029999999999999,0,-1.2100000000000009,0,2
234,18,2.54,2.45,0.81,4.02,4.13,13.95,1,6.92,0,5
235,19,2.62,4.82,1.07,2.07,4.39,14.969999999999999,1,1.0199999999999996,0,2
236,20,1.96,1.25,1.67,1.55,4.79,11.219999999999999,1,-3.75,0,5
237,21,3.65,4.17,4.29,2.8,4.67,19.58,1,8.36,1,5
238,22,0.88,1.07,0.5,1.52,1.15,5.12,0,-14.459999999999997,0,4
239,23,0.62,1.92,1.8,2.04,1.35,7.73,0,2.6100000000000003,0,4
240,0,0.64,1.88,2.45,1.16,1.92,8.05,0,0.3200000000000003,0,3
241,1,2.32,0.52,0.92,1.67,1.91,7.34,0,-0.7100000000000009,0,1
242,2,1.28,0.99,1.87,0.97,0.68,5.79,0,-1.5499999999999998,0,3
243,3,2.23,0.63,2.33,0.79,0.68,6.659999999999999,0,0.8699999999999992,0,3
244,4,1.64,0.94,1.26,1.49,0.81,6.140000000000001,0,-0.5199999999999987,0,1
245,5,2.38,2.15,0.94,0.77,1.03,7.269999999999999,0,1.1299999999999981,0,1
246,6,2.26,1.19,4.84,4.59,2.88,15.759999999999998,1,8.489999999999998,0,3
247,7,3.71,4.71,4.26,1.85,2.07,16.599999999999998,1,0.8399999999999999,0,2
248,8,1.01,3.14,2.61,4.35,3.32,14.43,1,-2.169999999999998,0,4
249,9,1.59,1.4,0.94,1.79,0.52,6.24,0,-8.19,0,4
250,10,1.11,1.52,1.2,1.32,2.06,7.210000000000001,0,0.9700000000000006,0,5
251,11,1.98,1.98,1.43,1.26,1.89,8.54,0,1.3299999999999983,0,1
252,12,1.01,1.49,2.01,1.1,2.17,7.779999999999999,0,-0.7599999999999998,0,5
253,13,1.34,0.87,1.19,2.25,2.28,7.93,0,0.15000000000000036,0,5
254,14,2.22,1.88,1.9,1.99,0.77,8.76,0,0.8300000000000001,0,1
255,15,2.06,1.22,1.94,2.02,2.47,9.71,0,0.9500000000000011,0,5
256,16,1.36,2.2,1.82,1.25,1.42,8.05,0,-1.6600000000000001,0,2
257,17,1.78,2.35,1.6,2.32,1.44,9.49,0,1.4399999999999995,0,2
258,18,1.73,3.7,3.36,2.71,3.03,14.53,1,5.039999999999999,0,2
259,19,2.33,4.5,2.21,3.35,2.66,15.049999999999999,1,0.5199999999999996,0,2
260,20,0.74,2.9,4.49,3.3,3.65,15.08,1,0.030000000000001137,0,3
261,21,3.79,3.08,4.61,0.99,3.82,16.29,1,1.209999999999999,0,3
262,22,2.03,0.66,1.77,1.67,0.91,7.04,0,-9.25,0,1
263,23,1.94,1.7,2.15,1.55,1.3,8.639999999999999,0,1.5999999999999988,0,3
264,0,1.14,1.03,2.09,0.96,1.01,6.2299999999999995,0,-2.4099999999999993,0,3
265,1,0.52,0.67,2.24,0.92,1.38,5.73,0,-0.4999999999999991,0,3
266,2,2.04,1.4,2.24,1.68,1.31,8.67,0,2.9399999999999995,0,3
267,3,0.74,0.8,1.54,0.74,2.21,6.03,0,-2.6399999999999997,0,5
268,4,1.38,1.22,1.32,2.21,0.7,6.83,0,0.7999999999999998,0,4
269,5,1.72,0.96,1.31,2.15,1.67,7.81,0,0.9799999999999995,0,4
270,6,0.89,3.39,4.46,3.03,2.58,14.35,1,6.54,0,3
271,7,3.77,2.16,0.74,3.92,1.63,12.219999999999999,1,-2.130000000000001,0,4
272,8,2.44,4.62,1.87,3.65,3.33,15.91,1,3.6900000000000013,0,2
273,9,0.61,1.55,1.59,1.75,1.83,7.33,0,-8.58,0,5
274,10,2.13,2.28,1.07,1.22,1.78,8.48,0,1.1500000000000004,0,2
275,11,1.29,0.87,2.05,2.05,0.61,6.87,0,-1.6100000000000003,0,3
276,12,2.45,1.94,2.12,1.78,0.68,8.97,0,2.1000000000000005,0,1
277,13,2.22,0.95,1.75,1.21,1.47,7.6,0,-1.370000000000001,0,1
278,14,0.59,0.71,0.72,1.62,2.36,6.0,0,-1.5999999999999996,0,5
279,15,2.2,1.69,2.08,2.31,1.25,9.530000000000001,0,3.530000000000001,0,4
280,16,1.09,2.24,1.11,1.27,0.62,6.330000000000001,0,-3.2,0,2
281,17,1.65,1.78,2.13,1.43,1.58,8.57,0,2.2399999999999993,0,3
282,18,1.84,4.57,2.05,4.2,1.9,14.56,1,5.99,0,2
283,19,0.77,4.78,2.18,3.43,3.05,14.21,1,-0.34999999999999964,0,2
284,20,1.89,4.71,0.86,1.46,2.81,11.73,1,-2.4800000000000004,0,2
285,21,3.37,1.43,3.88,2.26,3.77,14.709999999999999,1,2.9799999999999986,0,3
286,22,2.49,2.19,0.98,2.4,1.99,10.05,0,-4.659999999999998,0,1
287,23,1.74,0.6,1.25,2.0,1.82,7.41,0,-2.6400000000000006,0,4
288,0,0.92,1.33,0.76,0.67,2.31,5.99,0,-1.42,0,5
289,1,2.47,0.53,0.65,0.66,2.33,6.64,0,0.6499999999999995,0,1
290,2,0.58,2.36,1.06,1.76,2.29,8.05,0,1.410000000000001,0,2
291,3,1.29,0.61,1.61,2.47,2.29,8.27,0,0.21999999999999886,0,4
292,4,1.3,1.23,1.94,2.33,0.76,7.5600000000000005,0,-0.7099999999999991,0,4
293,5,1.65,1.97,0.68,1.6,2.33,8.23,0,0.6699999999999999,0,5
294,6,3.82,2.32,4.44,4.97,1.04,16.59,1,8.36,0,4
295,7,1.69,3.5,3.22,4.14,2.54,15.09,1,-1.5,0,4
296,8,4.03,0.7,4.76,4.36,1.17,15.020000000000001,1,-0.06999999999999851,0,3
297,9,1.53,1.61,1.55,1.23,0.7,6.62,0,-8.400000000000002,0,2
298,10,1.1,2.29,2.14,2.37,1.22,9.120000000000001,0,2.500000000000001,0,4
299,11,1.73,1.5,1.17,1.94,2.17,8.51,0,-0.6100000000000012,0,5
300,12,1.59,0.53,1.23,1.26,1.58,6.19,0,-2.3199999999999994,0,1
301,13,1.18,1.91,0.99,2.36,1.24,7.68,0,1.4899999999999993,0,4
302,14,0.97,1.7,2.07,1.21,0.55,6.5,0,-1.1799999999999997,0,3
303,15,1.53,2.25,1.63,1.64,0.7,7.75,0,1.25,0,2
304,16,0.95,0.97,1.56,2.41,0.54,6.430000000000001,0,-1.3199999999999994,0,4
305,17,2.05,1.17,1.89,1.34,0.66,7.109999999999999,0,0.6799999999999988,0,1
306,18,4.83,0.79,4.39,1.33,1.33,12.67,1,5.5600000000000005,0,1
307,19,4.97,2.79,4.55,2.47,1.53,16.31,1,3.639999999999999,0,1
308,20,1.05,0.97,1.49,1.86,4.67,10.04,1,-6.27,0,5
309,21,3.51,3.42,2.62,4.4,4.84,18.79,1,8.75,1,5
310,22,1.87,1.1,1.3,0.88,2.4,7.550000000000001,0,-11.239999999999998,0,5
311,23,2.11,2.4,2.27,1.01,1.65,9.44,0,1.8899999999999988,0,2
312,0,1.83,1.19,2.14,0.72,0.6,6.4799999999999995,0,-2.96,0,3
313,1,0.52,2.36,2.37,0.93,1.93,8.11,0,1.63,0,3
314,2,1.83,0.76,1.83,1.27,2.41,8.1,0,-0.009999999999999787,0,5
315,3,1.28,1.12,1.36,1.8,1.45,7.010000000000001,0,-1.089999999999999,0,4
316,4,0.57,1.79,1.01,1.77,1.38,6.5200000000000005,0,-0.4900000000000002,0,2
